Club,Handle,Country,Region,League,Followers,(as of),Tweeted at…,Expressed some interest?,Address,Latitude,Longitude,,
VOC Rotterdam,@VOCRotterdam,Netherlands,,,2418,3/3/2022,3/3/2022,,,,,,
Bredbury St Marks CC,@bsmcc,UK,Cheshire,Cheshire League… Cheshire County League…,823,3/3/2022,3/3/2022,,,,,,
Greenfield CC,@Greenfield_C_C,UK,,,2091,3/3/2022,3/3/2022,,,,,,
Grantham CC,@GranthamCC,UK,Lincolnshire,South Lincs & Border League... Lincolnshire County Board Premier League… GMCA,990,3/3/2022,3/3/2022,,NG31 7UE,52.89061,-0.65645,,
Electricity Sports CC,@ElectricitySCC,UK,Leicestershire,L&RCL,601,3/3/2022,3/3/2022,,LE2 7JR,52.62283,-1.13752,,
Farley Hill CC,@FarleyHillCC,UK,Berkshire,BCL,1081,3/3/2022,3/3/2022,,,,,,
Hayle CC,@HayleCC,UK,Cornwall,Cornwall Cricket… Premier Div 3 West… Div 6 West,1388,3/4/2022,3/4/2022,,,,,,
Edgworth CRC,@EdgworthCRC,UK,Lancashire,GMCL,2275,3/4/2022,3/4/2022,,,,,,
Rottingdean CC,@RottingdeanCC,UK,,,875,3/4/2022,3/4/2022,,,,,,
Wem CC,@WemCricketClub,UK,Shropshire,Birmingham League,3676,3/4/2022,3/4/2022,,,,,,
Billesdon CC,@BillesdonCC,UK,Leicestershire,L&RCL… GMCA,1177,3/4/2022,3/4/2022,,LE7 9AD,52.62013,-0.94125,,
Cowbridge CC,@CowbridgeCric,UK,Wales,,1115,3/4/2022,3/4/2022,,,,,,
Plumpton & EC CC,@PlumptonCricket,UK,Sussex,,1439,3/4/2022,3/4/2022,,,,,,
Ebbw Vale CC,@EbbwValeCC,UK,Wales,,1196,3/4/2022,3/4/2022,,,,,,
Heriot's CC,@HeriotsCricket,UK,Scotland,Eastern Premier League,1740,3/4/2022,3/4/2022,,,,,,
Townville CC,@TownvilleCCX1,UK,Yorkshire,Bradford Premier League,1200,3/4/2022,3/4/2022,,WF10 3QR,53.71979,-1.31341,,
Nelson CC,@NelsonCricket,UK,Lancashire,,3082,3/4/2022,3/14/2022,,,,,,
Koninklijke HC & VV,@konhcvv,Netherlands,,,1315,3/4/2022,3/4/2022,,,,,,
Shepshed CC,@ShepshedCC,UK,Leicestershire,L&RCL,590,3/4/2022,3/4/2022,,LE12 9EU,52.75757,-1.2976,,
Sleaford CC,@SleafordCC,UK,Lincolnshire,South Lincs & Border League… Lincoln & District League… EMWCL... Lincolnshire County Board Premier League,1501,3/4/2022,3/4/2022,,NG34 7LE,52.99461,-0.40975,,
Market Deeping CC,@DeepingCC,UK,Lincolnshire,Lincolnshire County Board Premier League… South Lincs & Border League… Rutland Cricket League... EMWCL,1377,3/4/2022,3/4/2022,,PE6 8FD,52.68897,-0.30941,,
Great Totham CC,@GTCCupdates,UK,Essex,T Rippon Mid Essex Cricket League… North Essex Cricket League,482,3/4/2022,3/4/2022,,CM9 8NH,51.77475,0.69105,,
Berkswell CC,@Berkswell_CC,UK,Birmingham,,2920,3/7/2022,3/7/2022,,,,,,
Munich CC,@MunichCC,Germany,,,682,3/7/2022,3/7/2022,,,,,,
Altofts CC,@AltoftsCC,UK,Yorkshire,Bradford Premier League,3734,3/7/2022,3/7/2022,,WF6 2PB,53.71309,-1.42511,,
Bedfordshire CCC,@BedfordshireCCC,UK,Bedfordshire,,1240,3/7/2022,3/7/2022,,,,,,
Adlington CC,@AdlingtonCC,UK,Manchester,GMCL,1054,3/7/2022,3/7/2022,,,,,,
Hursley Ladies,@Hursleyladies,UK,Hampshire,Women's Southern Premier League,792,3/7/2022,3/7/2022,,,,,,
Farningham CC,@FarninghamCC,UK,Kent,KCVL,1197,3/7/2022,3/7/2022,,,,,,
Bradshaw CC,@BradshawCC,UK,Yorkshire,HCL,1278,3/7/2022,3/7/2022,,HX2 9XB,53.77002,-1.8785,,
Lydney CC,@LydneyCricket,UK,Gloucestershire,,1980,3/7/2022,3/7/2022,,,,,,
Caldy CC,@caldycc,UK,Liverpool,,3640,3/7/2022,3/7/2022,,,,,,
Claverley CC,@ClaverleyCC,UK,Shropshire,,729,3/7/2022,3/7/2022,,,,,,
St Austell CC,@StAustellCC,UK,Cornwall,Cornwall Premier League,2050,3/7/2022,3/7/2022,,,,,,
Langwith CC,@Langwith_CC,UK,Nottinghamshire,Bassetlaw & District Cricket League,4466,3/7/2022,3/7/2022,,NG20 9HD,53.2323,-1.20535,,
Wellington CC,@wellington_cc,UK,Shropshire,,2615,3/7/2022,3/7/2022,,,,,,
Rufforth CC,@RufforthCC,UK,Yorkshire,YSL… Foss Evening League,1413,3/7/2022,3/7/2022,,,,,,
Highfield CC,@Highfield_CC,UK,Liverpool,Liverpool & District,1446,3/7/2022,3/7/2022,,,,,,
Cheadle CC,@CheadleCCStaffs,UK,Staffordshire,NSSCCL,1321,3/7/2022,3/7/2022,,,,,,
Ketton Sports CC,@KettonSports_CC,UK,Rutland,L&RCL…. Rutland Cricket League... PMWL,1335,3/7/2022,3/7/2022,,PE9 3SZ,52.63759,-0.55454,,
Enville CC,@EnvilleCC,UK,Worcestershire,Worcester League,1100,3/7/2022,3/7/2022,,,,,,
Goresbrook CC,@GoresbrookCC,UK,Essex,Hamro Foundation Essex League… Essex Sunday League,839,3/7/2022,3/7/2022,,RM7 0QX,,,,
Kirkstall Educational CC,@KECC1853,UK,Yorkshire,,1375,3/7/2022,3/7/2022,,,,,,
GHK CC,@ghkcricketclub,UK,Scotland,WDCU,869,3/7/2022,3/7/2022,,,,,,
RHC CC,@RHCLions,UK,Scotland,,1556,3/7/2022,3/7/2022,,,,,,
Port Talbot Town CC,@PirateCricket,UK,South Wales,SWPCL… SWCA,2464,3/7/2022,3/7/2022,,,,,,
North London CC,@NorthLondoncc,UK,Middlesex,Middlesex County League,1899,3/7/2022,3/7/2022,,,,,,
North London CC Women & Girls,@NLCC_Women,UK,Middlesex,,244,3/7/2022,didn't bother because we tagged the main club account,,,,,,
Newport Fugitives CC,@FugitivesCC,UK,South Wales,SEWCL,2175,3/8/2022,3/8/2022,,,,,,
Ley Hill CC,@LeyHillCC,UK,Buckinghamshire,BCMB… Mid Bucks Cricket League,1665,3/8/2022,3/8/2022,,,,,,
Radyr CC,@RadyrCC,UK,South Wales,SEWCL,2325,3/8/2022,3/8/2022,,,,,,
Brighton District CC,@bd_cc,Australia,,,2386,3/8/2022,no need to tag the Aussies(!),,,,,,
Rayleigh CC,@RayleighCC,UK,Essex,T Rippon Mid Essex Cricket League,624,3/8/2022,3/8/2022,,SS11 8SN,,,,
Henleaze Old Boys CC,@HenleazeOldBoys,UK,Somerset,,1915,3/8/2022,3/8/2022,,,,,,
Letchworth Garden City CC,@LetchworthGCCC,UK,Hertfordshire,Bedfordshire County Cricket League... Herts League,1327,3/8/2022,3/8/2022,,SG5 4FX,,,,
Sutton CC,@SuttonCricket,UK,Surrey,,2634,3/8/2022,3/8/2022,,,,,,
Vale CC,@valecricket,UK,,,1149,3/8/2022,3/8/2022,,,,,,
Alberbury CC,@AlberburyC,UK,Shropshire,,977,3/8/2022,3/8/2022,,,,,,
Brooksbottom CC,@BroxCC,UK,Lancashire,,2292,3/8/2022,3/8/2022,,,,,,
Woodbank CC,@WoodbankCC,UK,Lancashire,,1534,3/8/2022,3/8/2022,,,,,,
Kings Heath CC,@KingsHeathCC,UK,Birmingham,,1512,3/8/2022,3/8/2022,,,,,,
Stirling CCC,@StirlingCCC,UK,Scotland,,1744,3/8/2022,3/8/2022,,,,,,
Heaton Mersey CC,@HMCricket,UK,,,955,3/8/2022,3/8/2022,,,,,,
Chipping Sodbury CC,@ChipSodCC,UK,Gloucestershire,,1113,3/8/2022,3/8/2022,,,,,,
Alveley CC,@alveleycc,UK,Shropshire,,3799,3/8/2022,3/8/2022,,,,,,
Merthyr CC,@MerthyrCC,UK,,,1480,3/8/2022,3/8/2022,,,,,,
Frankton CC,@FranktonCC,UK,Shropshire,Shropshire County Cricket League,2142,3/8/2022,3/8/2022,,,,,,
Stirling CCC women and girls,@DragonsStirling,UK,Scotland,,35,3/8/2022,didn't bother because we tagged the main club account,,,,,,
Ottershaw CC,@OttershawCC,UK,Surrey,,369,3/8/2022,3/8/2022,,,,,,
Galleywood CC,@galleywood_cc,UK,Essex,T Rippon Mid Essex Cricket League… North Essex Cricket League… Warsop Sunday League,586,3/8/2022,3/8/2022,,CM2 8RW,,,,
Parley CC,@parleycricket,UK,Dorset,Hants CL,962,3/8/2022,3/8/2022,,,,,,
Shaftesbury Road CC,@ShaftesburyRoad,UK,Somerset,MSL,537,3/8/2022,3/8/2022,yes,,,,,
Bilton in Ainsty CC,@BIACCfrog,UK,Yorkshire,York League,936,3/8/2022,3/8/2022,,,,,,
Strathmore CC,@strathmore_cc,UK,Scotland,,747,3/8/2022,3/8/2022,,,,,,
Djurgarden CC,@DIFCricket,Sweden,,,903,3/8/2022,3/8/2022,,,,,,
Wickersley Old Village CC,@wickersleyovcc,UK,Yorkshire,YCSPL,1633,3/9/2022,3/9/2022,,S66 2HL,,,,
Hoddesdon CC,@HoddyCCOfficial,UK,Hertfordshire,Herts League,1440,3/9/2022,3/9/2022,,EN11 8NS,,,,
Hanging Heaton CC,@Hangingheatoncc,UK,Yorkshire,Bradford Premier League,2439,3/9/2022,3/9/2022,,WF17 6DB,,,,
Farmers CC,@FarmersCricket,UK,Jersey,,974,3/9/2022,3/9/2022,,,,,,
Bharat Sports CC,@BharatSportsCC,UK,Leicestershire,L&RCL... EMWCL,353,3/9/2022,3/9/2022,,LE5 6SE,,,,
Churchtown CC,@ChurchtownCC,UK,Lancashire,,4101,3/10/2022,3/10/2022,,,,,,
England and Wales Transplant CC,@ETransplantC,UK,,,2126,3/10/2022,3/10/2022,,,,,,
Houghton Main CC,@Houghton_MainCC,UK,Yorkshire,YCSPL,815,3/10/2022,3/10/2022,,S72 0HJ,,,,
Mynydd Isa and Maeshafn CC,@MynyddIsaCClub,UK,North Wales,,545,3/10/2022,3/10/2022,,,,,,
Burgess Hill CC,@BurgessHillCC,UK,Sussex,Sussex Premier League,4259,3/10/2022,3/10/2022,,,,,,
Castleford CC,@CastlefordCC,UK,Yorkshire,Yorkshire Premier League,2497,3/10/2022,3/10/2022,,,,,,
Littleborough CC,@LCC1839,UK,,,2413,3/10/2022,3/10/2022,,,,,,
St Asaph CC,@StAsaphCC,UK,North Wales,North Wales Premier League,1039,3/10/2022,3/10/2022,,,,,,
QuiVive CC,@QuiviveCC,Netherlands,,,341,3/10/2022,3/10/2022,,,,,,
Kenilworth Wardens CC,@Kwardens,UK,Warwickshire,Birmingham Premier League,2381,3/10/2022,3/10/2022,,,,,,
Risley CC,@RisleyCC,UK,,DCCL,1128,3/10/2022,3/10/2022,,,,,,
Redmarley CC,@RedmarleyCC,UK,Gloucestershire,,946,3/10/2022,3/10/2022,,,,,,
Glenrothes CC,@GlenrothesCC,UK,Scotland,,3207,3/10/2022,3/10/2022,,,,,,
Sawston & Babraham CC,@SBCC21,UK,Cambridgeshire,EAPL… CCA,1180,3/10/2022,3/10/2022,,CB22 3DG,,,,
Machen CC,@CricketMachen,UK,South Wales,,298,3/10/2022,3/10/2022,,,,,,
Wetherby CC,@WetherbyCC,UK,Yorkshire,York Senior League… Harrogate Evening League…,2174,3/10/2022,3/10/2022,,,,,,
Stayley CC,@StayleyCC,UK,Manchester,GMCL,607,3/10/2022,3/10/2022,,,,,,
Edinburgh South CC,@edinsouthcc,UK,Scotland,,1367,3/10/2022,3/10/2022,,,,,,
Scunthorpe Town CC,@ScunnyTownCC,UK,Lincolnshire,Lincolnshire County Board Premier League… North Lindsey League… Lincs County League,898,3/10/2022,3/10/2022,,DN16 2AG,,,,
Cork Harlequins CC,@QuinsCC,Ireland,,,1148,3/10/2022,3/10/2022,,,,,,
Lindfield CC,@LCC_swans,UK,,SCL,1329,3/10/2022,3/10/2022,,,,,,
Twickenham CC,@twickenhamcc,UK,Middlesex,Middlesex County League,1298,3/10/2022,3/10/2022,,,,,,
Abertillery Town CC,@AbertilleryTCC,UK,South Wales,SEWCL,3694,3/10/2022,3/10/2022,,,,,,
Menston CC,@MenstonCricket,UK,Yorkshire,,1924,3/10/2022,3/10/2022,,,,,,
Elveden CC,@ElvedenCC,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship,2381,3/10/2022,3/10/2022,,,,,,
Abertillery Town CC Women,@AberToucans,UK,South Wales,,63,3/10/2022,didn't bother because we tagged the main club account,,,,,,
Brewood CC,@BrewoodCricket,UK,Staffordshire,,1419,3/11/2022,3/11/2022,,,,,,
North Enfield CC,@NorthEnfieldCC,UK,Hertfordshire,Herts League,1813,3/11/2022,3/11/2022,,EN2 9JE,,,,
Old Crossleyans CC,@OldCrocsCC,UK,Yorkshire,Halifax Cricket League,726,3/11/2022,3/11/2022,,,,,,
Cregagh CC,@CregaghCC,UK,Northern Ireland,,1842,3/11/2022,3/11/2022,,,,,,
Madeley CC,@MadeleyCC,UK,Shropshire,,1678,3/11/2022,3/11/2022,,,,,,
Battisford & District CC,@BattisfordDCC,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship… Hunts…,524,3/11/2022,3/11/2022,,,,,,
Bosham CC,@boshamcricket,UK,Sussex,Sussex League,461,3/11/2022,3/11/2022,,,,,,
West Bridgfordians CC,@wbcricket,UK,Nottinghamshire,Nottinghamshire Premier League… South Notts League... EMWCL,1152,3/11/2022,3/11/2022,,NG2 6GF,,,,
Slaithwaite C&BC,@slaithwaitecc,UK,Yorkshire,Huddersfield Cricket League,2019,3/11/2022,3/11/2022,,HD7 5DQ,,,,
Reading CC,@ReadingCricket,UK,Berkshire,TVCL,960,3/11/2022,3/11/2022,,,,,,
Penarth CC,@penarthcricket,UK,South Wales,SWPCL… SEWCL…,2381,3/11/2022,3/11/2022,,,,,,
Cullingworth CC,@cullingworthcc,UK,Yorkshire,HCL,556,3/11/2022,3/11/2022,,BD13 5HL,,,,
Warsaw Hussars CC,@WarsawHussarsCC,Poland,,,99,3/11/2022,3/11/2022,,,,,,
Redruth CC,@redruthcc,UK,,,2331,3/11/2022,3/11/2022,,,,,,
Llantwit Fardre CC,@FardreCC,UK,South Wales,SEWCL,649,3/11/2022,3/11/2022,,,,,,
East Bierley CC,@EastBierleyCC,UK,Yorkshire,Bradford Premier League,2120,3/11/2022,3/11/2022,,BD4 6PJ,,,,
Euxton CC,@EuxtonCC,UK,,,2821,3/11/2022,3/11/2022,,,,,,
Down Hatherley CC,@DownHatherleyCC,UK,Gloucestershire,,1040,3/11/2022,3/11/2022,,,,,,
Bronze CC,@BronzeCC,UK,,,1540,3/11/2022,3/11/2022,,,,,,
St Fagans CC,@StFagansCricket,UK,South Wales,SWPCL,2584,3/11/2022,3/11/2022,,,,,,
The Authors CC,@AuthorsCC,UK,London,,7855,3/11/2022,3/11/2022,,,,,,
Shelf Northowram Hedge Top CC,@SNHTCC,UK,Yorkshire,HCL,2270,3/11/2022,3/11/2022,,HX3 7EN,,,,
Blackley CC,@BlackleyCC1,UK,Yorkshire,HCL,1438,3/11/2022,3/11/2022,,HX5 0TE,,,,
Trent Bridge Cricket Team,@TBCT1996,UK,Nottinghamshire,,2822,3/11/2022,3/11/2022,,,,,,
Old Owens CC,@OldOwenscc,UK,Hertfordshire,Herts League,2523,3/11/2022,3/11/2022,,EN6 4NF,,,,
Burnley CC,@Burnley_CC,UK,Lancashire,Lancashire League,3702,3/14/2022,3/14/2022,,,,,,
Tintwistle CC,@TintwistleCC,UK,Derbyshire,,2260,3/14/2022,3/14/2022,,,,,,
Wynnum Manly CC,@WynnumManlyCC,Australia,,,380,3/14/2022,no need to tag the Aussies(!),,,,,,
Kinloch CC,@kinlochcc,UK,Scotland,,298,3/14/2022,3/14/2022,,,,,,
Barry Athletic CC,@BarryAthletic,UK,,,1123,3/14/2022,3/14/2022,,,,,,
Wyre CC,@WyreCricketClub,UK,Lancashire,,1207,3/14/2022,3/14/2022,,,,,,
Potters Bar CC,@PottersBarCC,UK,Hertfordshire,Herts League,1406,3/14/2022,3/14/2022,,EN6 1QE,,,,
Malo Cricket,@CricketMalo,Portugal,,,21,3/14/2022,3/14/2022,,,,,,
Bowling Old Lane CC,@BOLCC1,UK,Yorkshire,Bradford Premier League,429,3/14/2022,3/14/2022,,BD5 8BH,,,,
Penydarren Country XI CC,@CountryEleven,UK,,Caerphilly Midweek T20,735,3/14/2022,3/14/2022,,,,,,
Chelmsford CC,@Chelmsford_CC,UK,Essex,Hamro Foundation Essex League… Essex Sunday League,1697,3/14/2022,3/21/2022,,CM2 8RL,,,,
Iscoyd & Fenns Bank CC,@Iscoydcricket,UK,Shropshire,Shropshire County Cricket League,915,3/14/2022,3/14/2022,,,,,,
Dinting CC,@DintingCC,UK,Derbyshire,DCCL,1209,3/14/2022,3/14/2022,,,,,,
Hadleigh & Thundersley CC,@HadleighEssexCC,UK,Essex,Hamro Foundation Essex League,1101,3/14/2022,3/14/2022,,SS7 2NQ,,,,
Church Stretton CC,@StrettonCricket,UK,Shropshire,Shropshire County Cricket League,161,3/14/2022,3/14/2022,,,,,,
Penicuik CC,@PenicuikCC,UK,Scotland,ESCA Cricket League,1153,3/14/2022,3/14/2022,,,,,,
Worlington CC,@WorlingtonCC,UK,Suffolk,EAPL... Marshall Hatchick Two Counties Cricket Championship,1261,3/14/2022,3/14/2022,,IP28 8RU,,,,
Ibiza CC,@IbizaCricket,Spain,,,4235,3/14/2022,3/14/2022,,,,,,
Slough CC,@sloughcc,UK,Berkshire,HCPCL… TVCL,924,3/14/2022,3/14/2022,,SL3 7LT,,,,
Abercarn CC,@AbercarnCC1,UK,Wales,,148,3/14/2022,3/14/2022,,,,,,
Scholes CC,@scholescc,UK,Yorkshire,Bradford Premier League,1156,3/14/2022,3/14/2022,,BD19 6NN,,,,
Birkenhead Park CC,@bpcc1846,UK,,L&DCC,3392,3/14/2022,3/14/2022,,,,,,
Thurstonland CC,@ThurstonlandCC,UK,Yorkshire,Huddersfield Cricket League,1838,3/14/2022,3/14/2022,,HD4 6XD,,,,
Longparish CC,@LongparishCC,UK,Hampshire,Hants CL,477,3/14/2022,3/14/2022,,,,,,
Bagshot CC,@bagshotcc,UK,,TVCL,483,3/14/2022,3/14/2022,,,,,,
Shrewsbury CC,@shrewsburycc,UK,Shropshire,,3207,3/14/2022,3/14/2022,,,,,,
Porth CC,@PorthCC,UK,South Wales,,775,3/15/2022,3/15/2022,,,,,,
Hawick and Wilton CC,@Hawickandwilton,UK,Scottish border,East League Division 2,338,3/15/2022,3/15/2022,,,,,,
Hibaldstow CC,@HibaldstowCC,UK,Lincolnshire,Lincs County League... North Lindsey League,1095,3/15/2022,3/15/2022,,DN20 9DY,,,,
Whitchurch Heath CC,@wh_cc,UK,South Wales,,1178,3/15/2022,3/15/2022,,,,,,
Southgate CC,@SouthgateCC,UK,London,,2211,3/15/2022,3/15/2022,,,,,,
Stowting CC,@stowtingcc,UK,Kent,,483,3/15/2022,3/15/2022,,,,,,
Copley CC,@CopleyCC,UK,Yorkshire,HCL,1677,3/15/2022,3/15/2022,,HX3 0UG,,,,
Aberdeenshire CC Women,@N_LightsCricket,UK,Scotland,,32,3/15/2022,3/15/2022,,,,,,
Enniskillen CC,@skinscricket,UK,Northern Ireland,,119,3/15/2022,3/15/2022,,,,,,
East Oxford CC,@eastoxford_club,UK,Oxfordshire,Cherwell League,28,3/15/2022,3/15/2022,,OX4 2AA,,,,
Deddington CC,@deddy_cricket,UK,Oxfordshire,Cherwell League,59,3/15/2022,3/15/2022,,OX15 0QH,,,,
Bomarsund Welfare CC,@BomarWCC,UK,Northumberland,Northumberland & Tyneside Cricket League,510,3/15/2022,3/15/2022,,,,,,
Harpists CC,@HarpistsCricket,UK,South Wales,,80,3/15/2022,3/15/2022,,,,,,
Mountsorrel Castle CC,@mountsorrelccc,UK,Leicestershire,L&RCL,95,3/15/2022,3/15/2022,,LE12 7BH,,,,
Hounslow & Whitton CC,@HounslowWhitto1,UK,Middlesex,TVCL,425,3/15/2022,3/15/2022,,,,,,
Risinghurst CC,@Risinghurst_CC,UK,Oxfordshire,Cherwell League,67,3/15/2022,3/15/2022,,OX3 8HZ,,,,
Loughborough Charnwood Old Boys CC,@CharnwoodOld,UK,Leicestershire,L&RCL,54,3/15/2022,3/15/2022,,LE11 3QX,,,,
Lanercost CC Women,@LanercostLadies,UK,Cumbria,,433,3/15/2022,didn't bother because we tagged the main club account,,,,,,
Lanercost CC,@LanercostSC,UK,Cumbria,Eden Valley Cricket League,863,3/15/2022,3/15/2022,,,,,,
Wavertree Women's CC,@WavertreeWomens,UK,Liverpool,,146,3/15/2022,didn't bother because we tagged the main club account,,,,,,
Wavertree CC,@WavertreeCC,UK,Liverpool,,1101,3/15/2022,3/15/2022,,,,,,
Corvedale CCC,@corvedaleccc,UK,Shropshire,Shropshire League,167,3/15/2022,3/15/2022,,,,,,
Skane Storm U19's,@SkaneStorm,Sweden,,JPL,46,3/15/2022,3/15/2022,,,,,,
Rangers CC,@RangersCricketC,UK,Berkshire,BCL,107,3/15/2022,3/15/2022,,,,,,
Holme CC,@HolmeCC__,UK,Cambridgeshire,PMWL,158,3/15/2022,3/15/2022,,,,,,
Paddington CC,@club_paddington,UK,,,173,3/15/2022,3/15/2022,,,,,,
St Georges CC,@StGeorgesCrick1,UK,Shropshire,,226,3/15/2022,3/15/2022,,,,,,
Hundhill Hall CC,@Hundhillcricket,UK,Yorkshire,Pontefract & DCL,401,3/17/2022,3/17/2022,,WF8 3DX,,,,
Guilsfield & Llandrinio CC,@GuilsfieldCC,UK,,,241,3/17/2022,3/17/2022,,,,,,
Langley Super XI CC,@SUPERXICC1,UK,,,100,3/17/2022,3/17/2022,,,,,,
Calpe Giants,@CalpeGiants,Gibraltar,,,50,3/17/2022,3/17/2022,,,,,,
Tarik CC Gibraltar,@c_cgib,Gibraltar,,,83,3/17/2022,3/17/2022,,,,,,
Shoreham Swingers,@ShorehamSwinger,UK,Sussex,,323,3/17/2022,3/17/2022,,,,,,
Llandaff CC,@LlandaffCC,UK,South Wales,SEWCL,393,3/17/2022,3/17/2022,,,,,,
Broseley CC,@BroseleyClub,UK,Shropshire,,212,3/17/2022,3/17/2022,,,,,,
Costa Del Sol CC,@CricketSol,Spain,,,159,3/17/2022,3/17/2022,,,,,,
Broadbottom CC,@broadbottomcc,UK,Cheshire,,214,3/17/2022,3/17/2022,,,,,,
Cluj CC,@ClujCricketClub,Romania,,,241,3/17/2022,3/17/2022,,,,,,
Durham City CC Women,@DurhamCityCCWo1,UK,Durham,,58,3/17/2022,3/17/2022,,,,,,
Bream CC,@BreamCc,UK,,"Cheltenham, Forest and Gloucester Divison 1 West",522,3/17/2022,3/17/2022,,,,,,
Krakow CC,@Krakow_Cricket,Poland,,,121,3/17/2022,3/17/2022,,,,,,
North East Cheshire CC,@JetsCricket,UK,Cheshire,,414,3/17/2022,3/17/2022,,,,,,
Broughton & North Newington CC,@b_nncc,UK,Oxfordshire,Cherwell League,146,3/17/2022,3/17/2022,,OX15 6AA,,,,
Treeton CC,@ClubTreeton,UK,Yorkshire,YCSPL,444,3/17/2022,3/17/2022,,S60 5PU,,,,
Bosbury CC,@BosburyCC,UK,Herefordshire,Worcester Division 8,833,3/17/2022,3/17/2022,,,,,,
Hoveringham CC,@hoveringhamcc,UK,Nottinghamshire,South Notts League… NCCA,339,3/17/2022,3/17/2022,,NG14 7JR,,,,
Bracknell CC,@BracknellCCTVL,UK,Berkshire,TVCL,205,3/17/2022,3/17/2022,,,,,,
Edenbridge CC,@Edenbridge_CC,UK,Sussex,Sussex Cricket League,517,3/18/2022,3/18/2022,,,,,,
Sheppey CC,@SheppeyCC_,UK,Kent,Kent Regional League,371,3/18/2022,3/18/2022,,,,,,
Asian Sports CC,@AsianSportsCC,UK,Leicestershire,L&RCL… Burrough Evening League,324,3/18/2022,3/18/2022,,LE4 4AE,,,,
Harborough Taverners CC,@HarboroTavs,UK,,,222,3/18/2022,3/18/2022,,,,,,
Wakefield St Michael's CC,@StMichaelsCric1,UK,Yorkshire,Bradford Premier League,307,3/18/2022,3/18/2022,,WF2 8DA,,,,
Ravenscar CC,@RavenscarCC,UK,Yorkshire,Scarborough Beckett Cricket League… Andy Hire Cricket League,286,3/18/2022,3/18/2022,,,,,,
Bayshill CC,@BayshillCC,UK,Gloucestershire,,158,3/18/2022,3/18/2022,yes - heading elsewhere in 2022 but possibly keen in future,,,,,
Belper Amateurs CC,@BelperAms,UK,,EMWCL… DCCL,213,3/18/2022,3/18/2022,yes,,,,,
London Itinerants CC,@LICCsCricket,UK,London,,1012,3/18/2022,3/18/2022,,,,,,
Clifton Hampden CC,@CHCricketClub,UK,Oxfordshire,Cherwell League,710,3/18/2022,3/18/2022,,OX14 3EW,,,,
Newmarket CC,@newmarket_cc,UK,Suffolk,CCA,946,3/18/2022,3/21/2022,,CB8 7BP,,,,
Watersfield CC,@WatersfieldCC,UK,Sussex,,619,3/18/2022,3/18/2022,,,,,,
Great Habton CC,@greathabtoncc,UK,,,396,3/18/2022,3/18/2022,,,,,,
Sidley CC,@SidleyCricket,UK,Sussex,Sussex Cricket League,169,3/18/2022,3/18/2022,,,,,,
Fareham & Crofton CC,@cricket_fareham,UK,,Hants CL,419,3/18/2022,3/18/2022,,,,,,
Staines & Laleham CC,@stainescc,UK,Middlesex,,654,3/18/2022,3/18/2022,,,,,,
Lancing Manor CC,@lancingmanor_cc,UK,,,550,3/18/2022,3/18/2022,,,,,,
Skewen CC,@Skewen__CC,UK,Wales,,298,3/18/2022,3/18/2022,,,,,,
Stobswood Welfare CC,@Stobswood_CC,UK,,Northumberland & Tyneside Cricket League,440,3/18/2022,3/18/2022,,,,,,
Buxton CC,@Buxton_CC,UK,,DCCL,894,3/18/2022,3/18/2022,,,,,,
UOH CC,@uoh_cc,UK,Oxfordshire,,160,3/18/2022,3/18/2022,,,,,,
Buttershaw St Paul's CC,@BSPCC_2022,UK,Yorkshire,Bradford Premier League… HCL,383,3/18/2022,3/18/2022,,BD6 1UU,,,,
Caythorpe CC,@CaythorpeCc,UK,Nottinghamshire,EMWCL…. South Notts League… Nottinghamshire Premier League,616,3/18/2022,3/18/2022,,NG14 7EB,,,,
Painswick CC,@PainswickScores,UK,Gloucestershire,WEPL,319,3/18/2022,3/18/2022,,,,,,
Norton Woodseats CC,@NWCricketClub,UK,Yorkshire,YCSPL,301,3/18/2022,3/18/2022,,S8 8GJ,,,,
Burnt Yates CC,@BurntYatesCC,UK,Yorkshire,Nidderdale Cricket League,129,3/18/2022,3/18/2022,,,,,,
Killinghall CC,@KillinghallCC,UK,Yorkshire,Nidderdale Cricket League,1386,3/18/2022,3/21/2022,,,,,,
Darlington Railway Athletic CC,@DarloRA_CC,UK,,,1367,3/21/2022,3/21/2022,,,,,,
Sicklinghall CC,@sicklinghall_cc,UK,Yorkshire,Nidderdale Cricket League,593,3/21/2022,3/21/2022,,,,,,
Maesteg CC,@MaestegCC,UK,South Wales,SWCA,585,3/21/2022,3/21/2022,,,,,,
Grayshott CC,@grayshottcc,UK,,,396,3/21/2022,3/21/2022,,,,,,
Hathern Old CC,@HathernOldCC,UK,Leicestershire,L&RCL,382,3/21/2022,3/21/2022,,LE12 5LJ,,,,
Micklehurst CC,@micklehurstcc,UK,Lancashire,,775,3/21/2022,3/21/2022,,,,,,
Bridlington CC,@Brid_CC,UK,Yorkshire,York & District Senior League… Scarborough Beckett League,1016,3/21/2022,3/21/2022,,,,,,
Bunbury CC,@bunbury_cricket,UK,Cheshire,UK Fast Cheshire Cricket League,375,3/21/2022,3/21/2022,,,,,,
The Spread CC,@thespreadcc,UK,London,,277,3/21/2022,3/21/2022,,,,,,
